Site_ID,Site_Name,Lat,Lon,PriMethod,Waterbody,CollectDate,CollectYear,Collection_Data_CollectNum,TempOrigOrNew,Individual_ID,Capture_Data_Reformat_CollectNum,PIT_Prefix,PIT_Code,PIT_Code_RAW,PIT_Type,PIT_Prefix_2,PIT_Code_2,PIT_Code_RAW_2,PIT_Type_2,First_Capture,NewTag,HDX_Date,TotalLength,TotalWeight,Tubercle%,HealthCondition,BreedingCondition,Sex,Vial_ID,GenTest,Disposition,EstimatedAge,BroodStock,PecClip,SpermSampled,EggsSampled,Time1stDetection,TimeLastDetection,Num_PIT_Records,Num_Det,PIT_Series,Comments,ZComments,MissingFirstCapture,SameYearRecap,QualityControl,DatabaseComment
37,"Brasstown ""Upper Brasstown PIT"" at Knowles",34.981366,-83.887248,PIT Array,Brasstown Creek,30-Apr-17,,PIT17-0430_UB,N,124,PIT17-0430_UB,8000F5801,8094459,8000F58018094459,HDX,,,,,FALSE,FALSE,,,,,,,Male,,FALSE,,,FALSE,FALSE,FALSE,FALSE,00-Jan-00,00-Jan-00,2,2,,,,FALSE,FALSE,FALSE,
47,"Brasstown ""Lower Brasstown PIT"" Payne site",34.99999,-83.92239795,PIT Array,Brasstown Creek,3-Apr-18,,PIT18-0403_LB,NewPIT18,124,PIT18-0403_LB,8000F5801,8094459,8000F58018094459,HDX,,,,,FALSE,FALSE,,,,,,,Male,,FALSE,,,FALSE,FALSE,FALSE,FALSE,00-Jan-00,00-Jan-00,1,2,Lower Brasstown 4/12/2018,,,FALSE,FALSE,FALSE,
37,"Brasstown ""Upper Brasstown PIT"" at Knowles",34.981366,-83.887248,PIT Array,Brasstown Creek,5-Apr-18,,PIT18-0405_UB,NewPIT18,124,PIT18-0405_UB,8000F5801,8094459,8000F58018094459,HDX,,,,,FALSE,FALSE,,,,,,,Male,,FALSE,,,FALSE,FALSE,FALSE,FALSE,00-Jan-00,00-Jan-00,1,5,Upper Brasstown 4/10/2018,,,FALSE,FALSE,FALSE,
37,"Brasstown ""Upper Brasstown PIT"" at Knowles",34.981366,-83.887248,PIT Array,Brasstown Creek,6-Apr-18,,PIT18-0406_UB,NewPIT18,124,PIT18-0406_UB,8000F5801,8094459,8000F58018094459,HDX,,,,,FALSE,FALSE,,,,,,,Male,,FALSE,,,FALSE,FALSE,FALSE,FALSE,00-Jan-00,00-Jan-00,1,1,Upper Brasstown 4/10/2018,,,FALSE,FALSE,FALSE,
37,"Brasstown ""Upper Brasstown PIT"" at Knowles",34.981366,-83.887248,PIT Array,Brasstown Creek,27-Apr-18,,PIT18-0427_UB,NewPIT18,124,PIT18-0427_UB,8000F5801,8094459,8000F58018094459,HDX,,,,,FALSE,FALSE,,,,,,,Male,,FALSE,,,FALSE,FALSE,FALSE,FALSE,00-Jan-00,00-Jan-00,1,25,Upper Brasstown 5/2/2018,,autoprocessed from raw antenna data using Pivot table and Vlookup,FALSE,FALSE,FALSE,
37,"Brasstown ""Upper Brasstown PIT"" at Knowles",34.981366,-83.887248,PIT Array,Brasstown Creek,28-Apr-18,,PIT18-0428_UB,NewPIT18,124,PIT18-0428_UB,8000F5801,8094459,8000F58018094459,HDX,,,,,FALSE,FALSE,,,,,,,Male,,FALSE,,,FALSE,FALSE,FALSE,FALSE,00-Jan-00,00-Jan-00,10,77,Upper Brasstown 5/2/2018,,autoprocessed from raw antenna data using Pivot table and Vlookup,FALSE,FALSE,FALSE,
37,"Brasstown ""Upper Brasstown PIT"" at Knowles",34.981366,-83.887248,PIT Array,Brasstown Creek,2-May-18,,PIT18-0502_UB,NewPIT18,124,PIT18-0502_UB,8000F5801,8094459,8000F58018094459,HDX,,,,,FALSE,FALSE,,,,,,,Male,,FALSE,,,FALSE,FALSE,FALSE,FALSE,00-Jan-00,00-Jan-00,2,11,Upper Brasstown 6/7/2018,,autoprocessed from raw antenna data using Pivot table and Vlookup,FALSE,FALSE,FALSE,
37,"Brasstown ""Upper Brasstown PIT"" at Knowles",34.981366,-83.887248,PIT Array,Brasstown Creek,3-May-18,,PIT18-0503_UB,NewPIT18,124,PIT18-0503_UB,8000F5801,8094459,8000F58018094459,HDX,,,,,FALSE,FALSE,,,,,,,Male,,FALSE,,,FALSE,FALSE,FALSE,FALSE,00-Jan-00,00-Jan-00,6,8,Upper Brasstown 6/7/2018,,autoprocessed from raw antenna data using Pivot table and Vlookup,FALSE,FALSE,FALSE,
37,"Brasstown ""Upper Brasstown PIT"" at Knowles",34.981366,-83.887248,PIT Array,Brasstown Creek,4-May-18,,PIT18-0504_UB,NewPIT18,124,PIT18-0504_UB,8000F5801,8094459,8000F58018094459,HDX,,,,,FALSE,FALSE,,,,,,,Male,,FALSE,,,FALSE,FALSE,FALSE,FALSE,00-Jan-00,00-Jan-00,1,1,Upper Brasstown 6/7/2018,,autoprocessed from raw antenna data using Pivot table and Vlookup,FALSE,FALSE,FALSE,
37,"Brasstown ""Upper Brasstown PIT"" at Knowles",34.981366,-83.887248,PIT Array,Brasstown Creek,7-May-18,,PIT18-0507_UB,NewPIT18,124,PIT18-0507_UB,8000F5801,8094459,8000F58018094459,HDX,,,,,FALSE,FALSE,,,,,,,Male,,FALSE,,,FALSE,FALSE,FALSE,FALSE,00-Jan-00,00-Jan-00,12,51,Upper Brasstown 6/7/2018,,autoprocessed from raw antenna data using Pivot table and Vlookup,FALSE,FALSE,FALSE,
37,"Brasstown ""Upper Brasstown PIT"" at Knowles",34.981366,-83.887248,PIT Array,Brasstown Creek,8-May-18,,PIT18-0508_UB,NewPIT18,124,PIT18-0508_UB,8000F5801,8094459,8000F58018094459,HDX,,,,,FALSE,FALSE,,,,,,,Male,,FALSE,,,FALSE,FALSE,FALSE,FALSE,00-Jan-00,00-Jan-00,1,2,Upper Brasstown 6/7/2018,,autoprocessed from raw antenna data using Pivot table and Vlookup,FALSE,FALSE,FALSE,
37,"Brasstown ""Upper Brasstown PIT"" at Knowles",34.981366,-83.887248,PIT Array,Brasstown Creek,10-May-18,,PIT18-0510_UB,NewPIT18,124,PIT18-0510_UB,8000F5801,8094459,8000F58018094459,HDX,,,,,FALSE,FALSE,,,,,,,Male,,FALSE,,,FALSE,FALSE,FALSE,FALSE,00-Jan-00,00-Jan-00,7,22,Upper Brasstown 6/7/2018,,autoprocessed from raw antenna data using Pivot table and Vlookup,FALSE,FALSE,FALSE,
37,"Brasstown ""Upper Brasstown PIT"" at Knowles",34.981366,-83.887248,PIT Array,Brasstown Creek,11-May-18,,PIT18-0511_UB,NewPIT18,124,PIT18-0511_UB,8000F5801,8094459,8000F58018094459,HDX,,,,,FALSE,FALSE,,,,,,,Male,,FALSE,,,FALSE,FALSE,FALSE,FALSE,00-Jan-00,00-Jan-00,4,33,Upper Brasstown 6/7/2018,,autoprocessed from raw antenna data using Pivot table and Vlookup,FALSE,FALSE,FALSE,
37,"Brasstown ""Upper Brasstown PIT"" at Knowles",34.981366,-83.887248,PIT Array,Brasstown Creek,13-May-18,,PIT18-0513_UB,NewPIT18,124,PIT18-0513_UB,8000F5801,8094459,8000F58018094459,HDX,,,,,FALSE,FALSE,,,,,,,Male,,FALSE,,,FALSE,FALSE,FALSE,FALSE,00-Jan-00,00-Jan-00,15,50,Upper Brasstown 6/7/2018,,autoprocessed from raw antenna data using Pivot table and Vlookup,FALSE,FALSE,FALSE,
37,"Brasstown ""Upper Brasstown PIT"" at Knowles",34.981366,-83.887248,PIT Array,Brasstown Creek,14-May-18,,PIT18-0514_UB,NewPIT18,124,PIT18-0514_UB,8000F5801,8094459,8000F58018094459,HDX,,,,,FALSE,FALSE,,,,,,,Male,,FALSE,,,FALSE,FALSE,FALSE,FALSE,00-Jan-00,00-Jan-00,30,134,Upper Brasstown 6/7/2018,,autoprocessed from raw antenna data using Pivot table and Vlookup,FALSE,FALSE,FALSE,
37,"Brasstown ""Upper Brasstown PIT"" at Knowles",34.981366,-83.887248,PIT Array,Brasstown Creek,15-May-18,,PIT18-0515_UB,NewPIT18,124,PIT18-0515_UB,8000F5801,8094459,8000F58018094459,HDX,,,,,FALSE,FALSE,,,,,,,Male,,FALSE,,,FALSE,FALSE,FALSE,FALSE,00-Jan-00,00-Jan-00,1,1,Upper Brasstown 6/7/2018,,autoprocessed from raw antenna data using Pivot table and Vlookup,FALSE,FALSE,FALSE,
37,"Brasstown ""Upper Brasstown PIT"" at Knowles",34.981366,-83.887248,PIT Array,Brasstown Creek,16-May-18,,PIT18-0516_UB,NewPIT18,124,PIT18-0516_UB,8000F5801,8094459,8000F58018094459,HDX,,,,,FALSE,FALSE,,,,,,,Male,,FALSE,,,FALSE,FALSE,FALSE,FALSE,00-Jan-00,00-Jan-00,2,41,Upper Brasstown 6/7/2018,,autoprocessed from raw antenna data using Pivot table and Vlookup,FALSE,FALSE,FALSE,
37,"Brasstown ""Upper Brasstown PIT"" at Knowles",34.981366,-83.887248,PIT Array,Brasstown Creek,17-May-18,,PIT18-0517_UB,NewPIT18,124,PIT18-0517_UB,8000F5801,8094459,8000F58018094459,HDX,,,,,FALSE,FALSE,,,,,,,Male,,FALSE,,,FALSE,FALSE,FALSE,FALSE,00-Jan-00,00-Jan-00,2,7,Upper Brasstown 6/7/2018,,autoprocessed from raw antenna data using Pivot table and Vlookup,FALSE,FALSE,FALSE,
35,"Brasstown ""Upper Brasstown Fyke"" at Knowles",34.98093,-83.88773,Trapping (Weir or Fyke),Brasstown Creek,10-Apr-17,,BA17-014,O,125,BA17-014,3D6H001,8094463,3D6H0018094463,HDX,,,,,TRUE,TRUE,,,1380,80,,Soft squeeze ripe,Male,,FALSE,Released,,FALSE,FALSE,FALSE,FALSE,,,,,,~460mm; photo; caudal hurt,,FALSE,FALSE,TRUE,
37,"Brasstown ""Upper Brasstown PIT"" at Knowles",34.981366,-83.887248,PIT Array,Brasstown Creek,1-May-17,,PIT17-0501_UB,N,125,PIT17-0501_UB,8000F5801,8094463,8000F58018094463,HDX,,,,,FALSE,FALSE,,,,,,,Male,,FALSE,,,FALSE,FALSE,FALSE,FALSE,00-Jan-00,00-Jan-00,1,1,,,,FALSE,FALSE,FALSE,
37,"Brasstown ""Upper Brasstown PIT"" at Knowles",34.981366,-83.887248,PIT Array,Brasstown Creek,13-Apr-18,,PIT18-0413_UB,NewPIT18,125,PIT18-0413_UB,8000F5801,8094463,8000F58018094463,HDX,,,,,FALSE,FALSE,,,,,,,Male,,FALSE,,,FALSE,FALSE,FALSE,FALSE,00-Jan-00,00-Jan-00,2,9,Upper Brasstown 5/2/2018,,autoprocessed from raw antenna data using Pivot table and Vlookup,FALSE,FALSE,FALSE,
37,"Brasstown ""Upper Brasstown PIT"" at Knowles",34.981366,-83.887248,PIT Array,Brasstown Creek,2-May-18,,PIT18-0502_UB,NewPIT18,125,PIT18-0502_UB,8000F5801,8094463,8000F58018094463,HDX,,,,,FALSE,FALSE,,,,,,,Male,,FALSE,,,FALSE,FALSE,FALSE,FALSE,00-Jan-00,00-Jan-00,3,18,Upper Brasstown 5/2/2018,,autoprocessed from raw antenna data using Pivot table and Vlookup,FALSE,FALSE,FALSE,
37,"Brasstown ""Upper Brasstown PIT"" at Knowles",34.981366,-83.887248,PIT Array,Brasstown Creek,2-May-18,,PIT18-0502_UB,NewPIT18,125,PIT18-0502_UB,8000F5801,8094463,8000F58018094463,HDX,,,,,FALSE,FALSE,,,,,,,Male,,FALSE,,,FALSE,FALSE,FALSE,FALSE,00-Jan-00,00-Jan-00,30,130,Upper Brasstown 6/7/2018,,autoprocessed from raw antenna data using Pivot table and Vlookup,FALSE,FALSE,FALSE,
37,"Brasstown ""Upper Brasstown PIT"" at Knowles",34.981366,-83.887248,PIT Array,Brasstown Creek,3-May-18,,PIT18-0503_UB,NewPIT18,125,PIT18-0503_UB,8000F5801,8094463,8000F58018094463,HDX,,,,,FALSE,FALSE,,,,,,,Male,,FALSE,,,FALSE,FALSE,FALSE,FALSE,00-Jan-00,00-Jan-00,7,68,Upper Brasstown 6/7/2018,,autoprocessed from raw antenna data using Pivot table and Vlookup,FALSE,FALSE,FALSE,
37,"Brasstown ""Upper Brasstown PIT"" at Knowles",34.981366,-83.887248,PIT Array,Brasstown Creek,4-May-18,,PIT18-0504_UB,NewPIT18,125,PIT18-0504_UB,8000F5801,8094463,8000F58018094463,HDX,,,,,FALSE,FALSE,,,,,,,Male,,FALSE,,,FALSE,FALSE,FALSE,FALSE,00-Jan-00,00-Jan-00,24,96,Upper Brasstown 6/7/2018,,autoprocessed from raw antenna data using Pivot table and Vlookup,FALSE,FALSE,FALSE,
37,"Brasstown ""Upper Brasstown PIT"" at Knowles",34.981366,-83.887248,PIT Array,Brasstown Creek,5-May-18,,PIT18-0505_UB,NewPIT18,125,PIT18-0505_UB,8000F5801,8094463,8000F58018094463,HDX,,,,,FALSE,FALSE,,,,,,,Male,,FALSE,,,FALSE,FALSE,FALSE,FALSE,00-Jan-00,00-Jan-00,4,7,Upper Brasstown 6/7/2018,,autoprocessed from raw antenna data using Pivot table and Vlookup,FALSE,FALSE,FALSE,
37,"Brasstown ""Upper Brasstown PIT"" at Knowles",34.981366,-83.887248,PIT Array,Brasstown Creek,6-May-18,,PIT18-0506_UB,NewPIT18,125,PIT18-0506_UB,8000F5801,8094463,8000F58018094463,HDX,,,,,FALSE,FALSE,,,,,,,Male,,FALSE,,,FALSE,FALSE,FALSE,FALSE,00-Jan-00,00-Jan-00,1,1,Upper Brasstown 6/7/2018,,autoprocessed from raw antenna data using Pivot table and Vlookup,FALSE,FALSE,FALSE,
37,"Brasstown ""Upper Brasstown PIT"" at Knowles",34.981366,-83.887248,PIT Array,Brasstown Creek,8-May-18,,PIT18-0508_UB,NewPIT18,125,PIT18-0508_UB,8000F5801,8094463,8000F58018094463,HDX,,,,,FALSE,FALSE,,,,,,,Male,,FALSE,,,FALSE,FALSE,FALSE,FALSE,00-Jan-00,00-Jan-00,6,12,Upper Brasstown 6/7/2018,,autoprocessed from raw antenna data using Pivot table and Vlookup,FALSE,FALSE,FALSE,
37,"Brasstown ""Upper Brasstown PIT"" at Knowles",34.981366,-83.887248,PIT Array,Brasstown Creek,9-May-18,,PIT18-0509_UB,NewPIT18,125,PIT18-0509_UB,8000F5801,8094463,8000F58018094463,HDX,,,,,FALSE,FALSE,,,,,,,Male,,FALSE,,,FALSE,FALSE,FALSE,FALSE,00-Jan-00,00-Jan-00,11,61,Upper Brasstown 6/7/2018,,autoprocessed from raw antenna data using Pivot table and Vlookup,FALSE,FALSE,FALSE,
37,"Brasstown ""Upper Brasstown PIT"" at Knowles",34.981366,-83.887248,PIT Array,Brasstown Creek,10-May-18,,PIT18-0510_UB,NewPIT18,125,PIT18-0510_UB,8000F5801,8094463,8000F58018094463,HDX,,,,,FALSE,FALSE,,,,,,,Male,,FALSE,,,FALSE,FALSE,FALSE,FALSE,00-Jan-00,00-Jan-00,1,1,Upper Brasstown 6/7/2018,,autoprocessed from raw antenna data using Pivot table and Vlookup,FALSE,FALSE,FALSE,
37,"Brasstown ""Upper Brasstown PIT"" at Knowles",34.981366,-83.887248,PIT Array,Brasstown Creek,11-May-18,,PIT18-0511_UB,NewPIT18,125,PIT18-0511_UB,8000F5801,8094463,8000F58018094463,HDX,,,,,FALSE,FALSE,,,,,,,Male,,FALSE,,,FALSE,FALSE,FALSE,FALSE,00-Jan-00,00-Jan-00,2,3,Upper Brasstown 6/7/2018,,autoprocessed from raw antenna data using Pivot table and Vlookup,FALSE,FALSE,FALSE,
35,"Brasstown ""Upper Brasstown Fyke"" at Knowles",34.98093,-83.88773,Trapping (Weir or Fyke),Brasstown Creek,10-Apr-17,,BA17-014,O,126,BA17-014,3D6H001,8094443,3D6H0018094443,HDX,,,,,TRUE,TRUE,,508,1810,-1,Good,Not ripe,Female,20236,TRUE,Released,,FALSE,FALSE,FALSE,FALSE,,,,,,,,FALSE,FALSE,TRUE,
37,"Brasstown ""Upper Brasstown PIT"" at Knowles",34.981366,-83.887248,PIT Array,Brasstown Creek,14-Apr-18,,PIT18-0414_UB,NewPIT18,126,PIT18-0414_UB,8000F5801,8094443,8000F58018094443,HDX,,,,,FALSE,FALSE,,,,,,,Female,,FALSE,,,FALSE,FALSE,FALSE,FALSE,00-Jan-00,00-Jan-00,1,4,Upper Brasstown 5/2/2018,,autoprocessed from raw antenna data using Pivot table and Vlookup,FALSE,FALSE,FALSE,
47,"Brasstown ""Lower Brasstown PIT"" Payne site",34.99999,-83.92239795,PIT Array,Brasstown Creek,14-Apr-18,,PIT18-0414_LB,NewPIT18,126,PIT18-0414_LB,8000F5801,8094443,8000F58018094443,HDX,,,,,FALSE,FALSE,,,,,,,Female,,FALSE,,,FALSE,FALSE,FALSE,FALSE,00-Jan-00,00-Jan-00,1,1,Lower Brasstown 7/3/2018,,,FALSE,FALSE,FALSE,
37,"Brasstown ""Upper Brasstown PIT"" at Knowles",34.981366,-83.887248,PIT Array,Brasstown Creek,21-Apr-18,,PIT18-0421_UB,NewPIT18,126,PIT18-0421_UB,8000F5801,8094443,8000F58018094443,HDX,,,,,FALSE,FALSE,,,,,,,Female,,FALSE,,,FALSE,FALSE,FALSE,FALSE,00-Jan-00,00-Jan-00,1,4,Upper Brasstown 5/2/2018,,autoprocessed from raw antenna data using Pivot table and Vlookup,FALSE,FALSE,FALSE,
35,"Brasstown ""Upper Brasstown Fyke"" at Knowles",34.98093,-83.88773,Trapping (Weir or Fyke),Brasstown Creek,10-Apr-17,,BA17-014,O,127,BA17-014,3D6H001,8094462,3D6H0018094462,HDX,,,,,TRUE,TRUE,,502,1530,90,Good,Soft squeeze ripe,Male,20237,TRUE,Released,,FALSE,FALSE,FALSE,FALSE,,,,,,,,FALSE,FALSE,TRUE,
35,"Brasstown ""Upper Brasstown Fyke"" at Knowles",34.98093,-83.88773,Trapping (Weir or Fyke),Brasstown Creek,10-Apr-17,,BA17-014,O,128,BA17-014,3D6H001,8094441,3D6H0018094441,HDX,,,,,TRUE,TRUE,,519,1770,95,Good,Soft squeeze ripe,Male,20238,TRUE,Released,,FALSE,FALSE,FALSE,FALSE,,,,,,"upper caudal split, 2 sticks",,FALSE,FALSE,TRUE,
35,"Brasstown ""Upper Brasstown Fyke"" at Knowles",34.98093,-83.88773,Trapping (Weir or Fyke),Brasstown Creek,10-Apr-17,,BA17-014,O,129,BA17-014,3D6H001,8094478,3D6H0018094478,HDX,,,,,TRUE,TRUE,,511,1760,-1,Ok,Not ripe,Female,20239,TRUE,Released,,FALSE,FALSE,FALSE,FALSE,,,,,,"malformed dorsal, 2 sticks",,FALSE,FALSE,TRUE,
37,"Brasstown ""Upper Brasstown PIT"" at Knowles",34.981366,-83.887248,PIT Array,Brasstown Creek,18-Apr-17,,PIT17-0418_UB,N,129,PIT17-0418_UB,8000F5801,8094478,8000F58018094478,HDX,,,,,FALSE,FALSE,,,,,,,Female,,FALSE,,,FALSE,FALSE,FALSE,FALSE,00-Jan-00,00-Jan-00,5,12,,,,FALSE,FALSE,FALSE,
35,"Brasstown ""Upper Brasstown Fyke"" at Knowles",34.98093,-83.88773,Trapping (Weir or Fyke),Brasstown Creek,10-Apr-17,,BA17-014,O,131,BA17-014,3D6H001,809441F,3D6H001809441F,HDX,,,,,TRUE,TRUE,,466,1530,90,Good,Soft squeeze ripe,Male,20240,TRUE,Released,,FALSE,FALSE,FALSE,FALSE,,,,,,,,FALSE,FALSE,TRUE,
37,"Brasstown ""Upper Brasstown PIT"" at Knowles",34.981366,-83.887248,PIT Array,Brasstown Creek,15-Apr-17,,PIT17-0415_UB,N,131,PIT17-0415_UB,8000F5801,809441F,8000F5801809441F,HDX,,,,,FALSE,FALSE,,,,,,,Male,,FALSE,,,FALSE,FALSE,FALSE,FALSE,00-Jan-00,00-Jan-00,31,91,,,,FALSE,FALSE,FALSE,
37,"Brasstown ""Upper Brasstown PIT"" at Knowles",34.981366,-83.887248,PIT Array,Brasstown Creek,16-Apr-17,,PIT17-0416_UB,N,131,PIT17-0416_UB,8000F5801,809441F,8000F5801809441F,HDX,,,,,FALSE,FALSE,,,,,,,Male,,FALSE,,,FALSE,FALSE,FALSE,FALSE,00-Jan-00,00-Jan-00,51,164,,,,FALSE,FALSE,FALSE,
37,"Brasstown ""Upper Brasstown PIT"" at Knowles",34.981366,-83.887248,PIT Array,Brasstown Creek,17-Apr-17,,PIT17-0417_UB,N,131,PIT17-0417_UB,8000F5801,809441F,8000F5801809441F,HDX,,,,,FALSE,FALSE,,,,,,,Male,,FALSE,,,FALSE,FALSE,FALSE,FALSE,00-Jan-00,00-Jan-00,27,74,,,,FALSE,FALSE,FALSE,
37,"Brasstown ""Upper Brasstown PIT"" at Knowles",34.981366,-83.887248,PIT Array,Brasstown Creek,18-Apr-17,,PIT17-0418_UB,N,131,PIT17-0418_UB,8000F5801,809441F,8000F5801809441F,HDX,,,,,FALSE,FALSE,,,,,,,Male,,FALSE,,,FALSE,FALSE,FALSE,FALSE,00-Jan-00,00-Jan-00,52,139,,,,FALSE,FALSE,FALSE,
37,"Brasstown ""Upper Brasstown PIT"" at Knowles",34.981366,-83.887248,PIT Array,Brasstown Creek,20-Apr-17,,PIT17-0420_UB,N,131,PIT17-0420_UB,8000F5801,809441F,8000F5801809441F,HDX,,,,,FALSE,FALSE,,,,,,,Male,,FALSE,,,FALSE,FALSE,FALSE,FALSE,00-Jan-00,00-Jan-00,17,46,,,,FALSE,FALSE,FALSE,
37,"Brasstown ""Upper Brasstown PIT"" at Knowles",34.981366,-83.887248,PIT Array,Brasstown Creek,21-Apr-17,,PIT17-0421_UB,N,131,PIT17-0421_UB,8000F5801,809441F,8000F5801809441F,HDX,,,,,FALSE,FALSE,,,,,,,Male,,FALSE,,,FALSE,FALSE,FALSE,FALSE,00-Jan-00,00-Jan-00,19,47,,,,FALSE,FALSE,FALSE,
37,"Brasstown ""Upper Brasstown PIT"" at Knowles",34.981366,-83.887248,PIT Array,Brasstown Creek,22-Apr-17,,PIT17-0422_UB,N,131,PIT17-0422_UB,8000F5801,809441F,8000F5801809441F,HDX,,,,,FALSE,FALSE,,,,,,,Male,,FALSE,,,FALSE,FALSE,FALSE,FALSE,00-Jan-00,00-Jan-00,13,32,,,,FALSE,FALSE,FALSE,
37,"Brasstown ""Upper Brasstown PIT"" at Knowles",34.981366,-83.887248,PIT Array,Brasstown Creek,23-Apr-17,,PIT17-0423_UB,N,131,PIT17-0423_UB,8000F5801,809441F,8000F5801809441F,HDX,,,,,FALSE,FALSE,,,,,,,Male,,FALSE,,,FALSE,FALSE,FALSE,FALSE,00-Jan-00,00-Jan-00,10,22,,,,FALSE,FALSE,FALSE,
37,"Brasstown ""Upper Brasstown PIT"" at Knowles",34.981366,-83.887248,PIT Array,Brasstown Creek,24-Apr-17,,PIT17-0424_UB,N,131,PIT17-0424_UB,8000F5801,809441F,8000F5801809441F,HDX,,,,,FALSE,FALSE,,,,,,,Male,,FALSE,,,FALSE,FALSE,FALSE,FALSE,00-Jan-00,00-Jan-00,6,14,,,,FALSE,FALSE,FALSE,
37,"Brasstown ""Upper Brasstown PIT"" at Knowles",34.981366,-83.887248,PIT Array,Brasstown Creek,27-Apr-17,,PIT17-0427_UB,N,131,PIT17-0427_UB,8000F5801,809441F,8000F5801809441F,HDX,,,,,FALSE,FALSE,,,,,,,Male,,FALSE,,,FALSE,FALSE,FALSE,FALSE,00-Jan-00,00-Jan-00,2,3,,,,FALSE,FALSE,FALSE,
47,"Brasstown ""Lower Brasstown PIT"" Payne site",34.99999,-83.92239795,PIT Array,Brasstown Creek,9-Apr-18,,PIT18-0409_LB,NewPIT18,131,PIT18-0409_LB,8000F5801,809441F,8000F5801809441F,HDX,,,,,FALSE,FALSE,,,,,,,Male,,FALSE,,,FALSE,FALSE,FALSE,FALSE,00-Jan-00,00-Jan-00,1,1,Lower Brasstown 4/12/2018,,,FALSE,FALSE,FALSE,
37,"Brasstown ""Upper Brasstown PIT"" at Knowles",34.981366,-83.887248,PIT Array,Brasstown Creek,11-Apr-18,,PIT18-0411_UB,NewPIT18,131,PIT18-0411_UB,8000F5801,809441F,8000F5801809441F,HDX,,,,,FALSE,FALSE,,,,,,,Male,,FALSE,,,FALSE,FALSE,FALSE,FALSE,00-Jan-00,00-Jan-00,4,7,Upper Brasstown 4/12/2018,,,FALSE,FALSE,FALSE,
37,"Brasstown ""Upper Brasstown PIT"" at Knowles",34.981366,-83.887248,PIT Array,Brasstown Creek,15-Apr-18,,PIT18-0415_UB,NewPIT18,131,PIT18-0415_UB,8000F5801,809441F,8000F5801809441F,HDX,,,,,FALSE,FALSE,,,,,,,Male,,FALSE,,,FALSE,FALSE,FALSE,FALSE,00-Jan-00,00-Jan-00,2,5,Upper Brasstown 5/2/2018,,autoprocessed from raw antenna data using Pivot table and Vlookup,FALSE,FALSE,FALSE,
37,"Brasstown ""Upper Brasstown PIT"" at Knowles",34.981366,-83.887248,PIT Array,Brasstown Creek,23-Apr-18,,PIT18-0423_UB,NewPIT18,131,PIT18-0423_UB,8000F5801,809441F,8000F5801809441F,HDX,,,,,FALSE,FALSE,,,,,,,Male,,FALSE,,,FALSE,FALSE,FALSE,FALSE,00-Jan-00,00-Jan-00,7,54,Upper Brasstown 5/2/2018,,autoprocessed from raw antenna data using Pivot table and Vlookup,FALSE,FALSE,FALSE,
37,"Brasstown ""Upper Brasstown PIT"" at Knowles",34.981366,-83.887248,PIT Array,Brasstown Creek,25-Apr-18,,PIT18-0425_UB,NewPIT18,131,PIT18-0425_UB,8000F5801,809441F,8000F5801809441F,HDX,,,,,FALSE,FALSE,,,,,,,Male,,FALSE,,,FALSE,FALSE,FALSE,FALSE,00-Jan-00,00-Jan-00,1,1,Upper Brasstown 5/2/2018,,autoprocessed from raw antenna data using Pivot table and Vlookup,FALSE,FALSE,FALSE,
37,"Brasstown ""Upper Brasstown PIT"" at Knowles",34.981366,-83.887248,PIT Array,Brasstown Creek,27-Apr-18,,PIT18-0427_UB,NewPIT18,131,PIT18-0427_UB,8000F5801,809441F,8000F5801809441F,HDX,,,,,FALSE,FALSE,,,,,,,Male,,FALSE,,,FALSE,FALSE,FALSE,FALSE,00-Jan-00,00-Jan-00,2,3,Upper Brasstown 5/2/2018,,autoprocessed from raw antenna data using Pivot table and Vlookup,FALSE,FALSE,FALSE,
37,"Brasstown ""Upper Brasstown PIT"" at Knowles",34.981366,-83.887248,PIT Array,Brasstown Creek,4-May-18,,PIT18-0504_UB,NewPIT18,131,PIT18-0504_UB,8000F5801,809441F,8000F5801809441F,HDX,,,,,FALSE,FALSE,,,,,,,Male,,FALSE,,,FALSE,FALSE,FALSE,FALSE,00-Jan-00,00-Jan-00,3,5,Upper Brasstown 6/7/2018,,autoprocessed from raw antenna data using Pivot table and Vlookup,FALSE,FALSE,FALSE,
37,"Brasstown ""Upper Brasstown PIT"" at Knowles",34.981366,-83.887248,PIT Array,Brasstown Creek,5-May-18,,PIT18-0505_UB,NewPIT18,131,PIT18-0505_UB,8000F5801,809441F,8000F5801809441F,HDX,,,,,FALSE,FALSE,,,,,,,Male,,FALSE,,,FALSE,FALSE,FALSE,FALSE,00-Jan-00,00-Jan-00,7,14,Upper Brasstown 6/7/2018,,autoprocessed from raw antenna data using Pivot table and Vlookup,FALSE,FALSE,FALSE,
37,"Brasstown ""Upper Brasstown PIT"" at Knowles",34.981366,-83.887248,PIT Array,Brasstown Creek,6-May-18,,PIT18-0506_UB,NewPIT18,131,PIT18-0506_UB,8000F5801,809441F,8000F5801809441F,HDX,,,,,FALSE,FALSE,,,,,,,Male,,FALSE,,,FALSE,FALSE,FALSE,FALSE,00-Jan-00,00-Jan-00,5,21,Upper Brasstown 6/7/2018,,autoprocessed from raw antenna data using Pivot table and Vlookup,FALSE,FALSE,FALSE,
